# wavelength	raw_bkg	raw_avg
3.630261277054231073e+02 1.222340741379310430e+03 9.039310344826845256e-01
3.634123650206036018e+02 1.132625586206896742e+03 2.824784482758600390e+01
3.637985577546498916e+02 1.109123379310344944e+03 1.807862068965414348e+00
3.641847059034222980e+02 1.158387620689655250e+03 -1.220306896551735498e+01
3.645708094627811420e+02 1.217369120689655347e+03 -1.920853448275881803e+01
3.649568684285869153e+02 1.114095000000000027e+03 7.231448275862066843e+00
3.653428827967001098e+02 1.201324344827585946e+03 -4.293672413792819498e+00
3.657288525629809897e+02 1.199290499999999838e+03 1.265503448275878817e+01
3.661147777232900467e+02 1.112965086206896785e+03 4.745637931034207391e+00
3.665006582734876019e+02 1.096016379310344746e+03 -2.643998275862059089e+01
3.668864942094342041e+02 1.189347258620689900e+03 -1.378494827586230187e+01
3.672722855269900606e+02 1.159969499999999925e+03 -1.039520689655166663e+01
3.676580322220156631e+02 1.244713034482758758e+03 5.197603448275708971e+00
3.680437342903714466e+02 1.128105931034483092e+03 1.220306896551687714e+01
3.684293917279176753e+02 1.286971810344827418e+03 -2.418015517241362744e+01
3.688150045305150115e+02 1.173528465517241330e+03 6.779482758621270255e-01
3.692005726940236059e+02 1.299400862068965807e+03 1.491486206896520272e+01
3.695860962143040069e+02 1.216465189655172480e+03 1.288101724137925430e+01
3.699715750872165358e+02 1.198386568965516972e+03 -9.943241379310075345e+00
3.703570093086216843e+02 1.152286086206896471e+03 4.067689655172512353e+00
3.707423988743797167e+02 1.116354827586206966e+03 1.559281034482748929e+01
3.711277437803511816e+02 1.262791655172414039e+03 7.909396551723853364e+00
3.715130440223964001e+02 1.118162689655172471e+03 6.779482758620656746e+00
3.718982995963757503e+02 1.218047068965517383e+03 8.361362068965400240e+00
3.722835104981496670e+02 1.087655017241379483e+03 -5.197603448276026938e+00
3.726686767235785851e+02 1.514310465517241255e+03 6.327517241379405633e+00
3.730537982685228826e+02 1.129009862068965504e+03 -4.293672413793092169e+00
3.734388751288430512e+02 1.219628948275862285e+03 2.214631034482736283e+01
3.738239073003992985e+02 1.262113706896551776e+03 -7.909396551724148239e+00
3.742088947790521161e+02 1.151382155172413604e+03 -1.581879310344652456e+00
3.745938375606618820e+02 1.157935655172413590e+03 8.813327586207105213e+00
3.749787356410891448e+02 1.484480741379310075e+03 1.604477586206921913e+01
3.753635890161941120e+02 1.129461827586207164e+03 9.491275862068709657e+00
3.757483976818372753e+02 1.115902862068965533e+03 4.519655172413763466e+00
3.761331616338790695e+02 1.075903913793103584e+03 -1.129913793103460229e+01
3.765178808681798159e+02 1.143246775862068944e+03 9.491275862068983216e+00
3.769025553806000630e+02 1.313637775862069020e+03 1.107315517241374891e+01
3.772871851670000183e+02 1.144150706896551583e+03 -9.943241379310212125e+00
3.776717702232402303e+02 1.127879948275862034e+03 -6.327517241379268853e+00
3.780563105451809633e+02 1.170590689655172355e+03 -2.259827586206029082e-01
3.784408061286827092e+02 1.201776310344827380e+03 -4.293672413792933185e+00
3.788252569696058458e+02 3.444203224137931102e+03 2.833823793103447315e+02
3.792096630638108650e+02 1.452391189655172411e+03 -1.762665517241378055e+01
3.795940244071580310e+02 1.205618017241379221e+03 -1.288101724137920812e+01
3.799783409955078923e+02 1.289231637931034584e+03 -3.480134482758630554e+01
3.803626128247207134e+02 1.141438913793103438e+03 -5.423586206896539252e+00
3.807468398906569860e+02 1.250362603448275877e+03 2.033844827586203863e+01
3.811310221891770311e+02 1.169008810344827452e+03 -1.807862068965391700e+00
3.815151597161412838e+02 1.226860396551724307e+03 -1.039520689655187269e+01
3.818992524674101787e+02 1.183697689655172553e+03 2.146836206896539423e+01
3.822833004388440941e+02 1.268215241379310328e+03 3.615724137931056070e+00
3.826673036263034078e+02 1.140760965517241402e+03 1.491486206896547628e+01
3.830512620256486116e+02 1.198838534482758632e+03 -1.220306896551724130e+01
